"id_tarif_inacbg","kd_inacbg","uraian","kelas","tipe_rs","tarif"
"2544","K-1-20-I  ","PROSEDUR INTESTINAL KOMPLEKS (RINGAN)","KELAS 3","B","11926300"
"2546","K-1-20-I  ","PROSEDUR INTESTINAL KOMPLEKS (RINGAN)","KELAS 2","B","14311600"
"2548","K-1-20-II ","PROSEDUR INTESTINAL KOMPLEKS (SEDANG)","KELAS 3","C","12359100"
"2550","K-1-20-II ","PROSEDUR INTESTINAL KOMPLEKS (SEDANG)","KELAS 3","B","16658400"
"2554","K-1-20-III","PROSEDUR INTESTINAL KOMPLEKS (BERAT)","KELAS 3","C","18045600"
"2556","K-1-20-III","PROSEDUR INTESTINAL KOMPLEKS (BERAT)","KELAS 3","B","24323000"
"2559","K-1-20-III","PROSEDUR INTESTINAL KOMPLEKS (BERAT)","KELAS 1","B","34052300"
"2564","K-1-30-I  ","PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (RINGAN)","KELAS 2","B","8463800"
"2567","K-1-30-II ","PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (SEDANG)","KELAS 2","C","11152100"
"2569","K-1-30-II ","PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (SEDANG)","KELAS 1","C","13010700"
"2572","K-1-30-III","PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (BERAT)","KELAS 3","C","12787800"
"2577","K-1-30-III","PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (BERAT)","KELAS 1","B","24130800"
"2579","K-1-40-I  ","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (RINGAN)","KELAS 2","C","7006400"
"2581","K-1-40-I  ","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (RINGAN)","KELAS 1","C","8174100"
"2584","K-1-40-II ","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 3","C","6437300"
"2586","K-1-40-II ","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 3","B","8676600"
"2588","K-1-40-II ","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 2","B","10411900"
"4224","Q-5-33-0  ","HEMATOLOGI AKUT","","B","172000"
"2591","K-1-40-III","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (BERAT)","KELAS 2","C","13090700"
"2593","K-1-40-III","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (BERAT)","KELAS 1","C","15272400"
"2595","K-1-40-III","PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (BERAT)","KELAS 1","B","20585200"
"2597","K-1-50-I  ","PROSEDUR ANAL RINGAN","KELAS 2","C","5353600"
"2599","K-1-50-I  ","PROSEDUR ANAL RINGAN","KELAS 1","C","6245800"
"2600","K-1-50-I  ","PROSEDUR ANAL RINGAN","KELAS 2","B","6999400"
"2602","K-1-50-II ","PROSEDUR ANAL SEDANG","KELAS 3","C","5793500"
"2604","K-1-50-II ","PROSEDUR ANAL SEDANG","KELAS 3","B","7808900"
"2605","K-1-50-II ","PROSEDUR ANAL SEDANG","KELAS 1","C","8111000"
"2607","K-1-50-II ","PROSEDUR ANAL SEDANG","KELAS 1","B","10932500"
"2611","K-1-50-III","PROSEDUR ANAL BERAT","KELAS 1","C","11462300"
"2612","K-1-50-III","PROSEDUR ANAL BERAT","KELAS 2","B","12845200"
"2614","K-2-10-0  ","PROSEDUR KECIL PADA USUS BESAR DAN KECIL","","B","746500"
"2616","K-2-11-0  ","PROSEDUR ADHESIOLYSIS PADA PERITONEUM","","B","1360400"
"2619","K-2-12-0  ","PROSEDUR PADA HERNIA TIDAK TERMASUK HERNIA INGUINALIS DAN FEMORALIS","","B","1044300"
"2621","K-2-13-0  ","PROSEDUR PADA USUS BUNTU","","B","2455100"
"2623","K-2-14-0  ","PROSEDUR PADA HERNIA INGUINALIS DAN FEMORALIS","","B","319700"
"2626","K-2-22-0  ","PROSEDUR BESAR PADA GASTROINTESTINAL ATAS","","C","2244900"
"2628","K-2-31-0  ","PROSEDUR SEDANG PADA GASTROINTESTINAL ATAS","","B","1319200"
"2630","K-2-32-0  ","PROSEDUR LAIN-LAIN PADA GASTROINTESTINAL ATAS","","C","250400"
"2632","K-2-41-0  ","PROSEDUR LAPAROSKOPI","","C","1158500"
"2633","K-2-41-0  ","PROSEDUR LAPAROSKOPI","","B","1170700"
"2636","K-2-51-0  ","PROSEDUR UNTUK WASIR","","C","690900"
"2637","K-2-51-0  ","PROSEDUR UNTUK WASIR","","B","698200"
"2639","K-2-52-0  ","PROSEDUR SEDANG PADA ANUS & REKTUM","","C","544200"
"2640","K-2-53-0  ","PROSEDUR KECIL PADA ANUS & REKTUM","","B","269400"
"2643","K-3-10-0  ","PROSEDUR KECIL LAIN-LAIN PADA GASTROINTESTINAL","","B","255400"
"2645","K-3-11-0  ","PROSEDUR KECIL PADA ANUS & REKTUM","","B","401300"
"2647","K-3-12-0  ","PROSEDUR SIGMOIDOSKOPI DAN ANOSKOPI","","B","559600"
"2648","K-3-13-0  ","PROSEDUR KOLONOSKOPI","","C","964300"
"2651","K-3-14-0  ","PROSEDUR ENDOSKOPI BESAR PADA GASTROINTESTINAL ATAS","","B","1181000"
"2653","K-3-15-0  ","PROSEDUR ENDOSKOPI KECIL PADA GASTROINTESTINAL ATAS","","B","826700"
"2656","K-4-10-I  ","TUMOR PENCERNAAN RINGAN","KELAS 3","C","3683000"
"2657","K-4-10-I  ","TUMOR PENCERNAAN RINGAN","KELAS 2","C","4419600"
"2659","K-4-10-I  ","TUMOR PENCERNAAN RINGAN","KELAS 1","C","5156200"
"2660","K-4-10-I  ","TUMOR PENCERNAAN RINGAN","KELAS 2","B","5778400"
"2665","K-4-10-II ","TUMOR PENCERNAAN SEDANG","KELAS 1","C","7408800"
"2667","K-4-10-II ","TUMOR PENCERNAAN SEDANG","KELAS 1","B","9686400"
"2669","K-4-10-III","TUMOR PENCERNAAN BERAT","KELAS 2","C","9680800"
"2670","K-4-10-III","TUMOR PENCERNAAN BERAT","KELAS 3","B","10873700"
"2672","K-4-10-III","TUMOR PENCERNAAN BERAT","KELAS 2","B","13048400"
"2674","K-4-11-I  ","GASTRITIS & ULKUS PEPTIKUM RINGAN","KELAS 3","C","2158800"
"2678","K-4-11-I  ","GASTRITIS & ULKUS PEPTIKUM RINGAN","KELAS 1","B","3181300"
"2680","K-4-11-II ","GASTRITIS & ULKUS PEPTIKUM SEDANG","KELAS 3","B","3229200"
"2682","K-4-11-II ","GASTRITIS & ULKUS PEPTIKUM SEDANG","KELAS 2","C","3681300"
"2684","K-4-11-II ","GASTRITIS & ULKUS PEPTIKUM SEDANG","KELAS 2","B","3875000"
"2687","K-4-11-III","GASTRITIS & ULKUS PEPTIKUM BERAT","KELAS 3","B","3875000"
"2689","K-4-11-III","GASTRITIS & ULKUS PEPTIKUM BERAT","KELAS 2","B","4650100"
"2691","K-4-11-III","GASTRITIS & ULKUS PEPTIKUM BERAT","KELAS 1","B","5425100"
"2693","K-4-12-I  ","GANGGUAN ESOFAGUS RINGAN","KELAS 2","C","2656800"
"2698","K-4-12-II ","GANGGUAN ESOFAGUS SEDANG","KELAS 3","C","2979300"
"2700","K-4-12-II ","GANGGUAN ESOFAGUS SEDANG","KELAS 3","B","4015700"
"2701","K-4-12-II ","GANGGUAN ESOFAGUS SEDANG","KELAS 1","C","4171100"
"2520","K-1-13-III","PROSEDUR APPENDIK BERAT","KELAS 3","B","4212900"
"2522","K-1-13-III","PROSEDUR APPENDIK BERAT","KELAS 2","B","5055500"
"2709","K-4-12-III","GANGGUAN ESOFAGUS BERAT","KELAS 1","B","9300700"
"2714","K-4-13-I  ","DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (RINGAN)","KELAS 2","B","4682500"
"2720","K-4-13-II ","DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (SEDANG)","KELAS 2","B","6057200"
"2723","K-4-13-III","DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (BERAT)","KELAS 2","C","7136100"
"2726","K-4-13-III","DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (BERAT)","KELAS 2","B","9330000"
"2728","K-4-14-I  ","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL RINGAN","KELAS 3","C","1892200"
"2731","K-4-14-I  ","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL RINGAN","KELAS 1","C","2649100"
"2733","K-4-14-I  ","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL RINGAN","KELAS 1","B","3570700"
"2736","K-4-14-II ","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL SEDANG","KELAS 3","B","3423600"
"2738","K-4-14-II ","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL SEDANG","KELAS 2","B","4108300"
"2741","K-4-14-III","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL BERAT","KELAS 2","C","4890800"
"2743","K-4-14-III","INSUFISIENSI PEMBULUH DARAH GASTROINTESTINAL BERAT","KELAS 1","C","5706000"
"2747","K-4-15-I  ","OBSTRUKSI SALURAN GASTROINTESTINAL RINGAN","KELAS 2","C","2346200"
"2750","K-4-15-I  ","OBSTRUKSI SALURAN GASTROINTESTINAL RINGAN","KELAS 2","B","3111200"
"2752","K-4-15-II ","OBSTRUKSI SALURAN GASTROINTESTINAL SEDANG","KELAS 3","C","2899000"
"2754","K-4-15-II ","OBSTRUKSI SALURAN GASTROINTESTINAL SEDANG","KELAS 1","C","4058500"
"2756","K-4-15-II ","OBSTRUKSI SALURAN GASTROINTESTINAL SEDANG","KELAS 2","B","4795600"
"2758","K-4-15-III","OBSTRUKSI SALURAN GASTROINTESTINAL BERAT","KELAS 3","C","4068600"
"2760","K-4-15-III","OBSTRUKSI SALURAN GASTROINTESTINAL BERAT","KELAS 1","C","5696000"
"2762","K-4-15-III","OBSTRUKSI SALURAN GASTROINTESTINAL BERAT","KELAS 2","B","6730500"
"2764","K-4-16-I  ","INFEKSI-INFEKSI GASTROINTESTINAL RINGAN","KELAS 3","C","2762600"
"2766","K-4-16-I  ","INFEKSI-INFEKSI GASTROINTESTINAL RINGAN","KELAS 3","B","3611900"
"2768","K-4-16-I  ","INFEKSI-INFEKSI GASTROINTESTINAL RINGAN","KELAS 2","B","4334300"
"2771","K-4-16-II ","INFEKSI-INFEKSI GASTROINTESTINAL SEDANG","KELAS 2","C","3975800"
"2777","K-4-16-III","INFEKSI-INFEKSI GASTROINTESTINAL BERAT","KELAS 2","C","4639100"
"2779","K-4-16-III","INFEKSI-INFEKSI GASTROINTESTINAL BERAT","KELAS 1","C","5412300"
"2781","K-4-16-III","INFEKSI-INFEKSI GASTROINTESTINAL BERAT","KELAS 1","B","7076200"
"2783","K-4-17-I  ","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (RINGAN)","KELAS 3","C","1418900"
"2786","K-4-17-I  ","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (RINGAN)","KELAS 2","B","2019500"
"2788","K-4-17-II ","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (SEDANG)","KELAS 3","B","2072500"
"2790","K-4-17-II ","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (SEDANG)","KELAS 2","C","2328800"
"2793","K-4-17-II ","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (SEDANG)","KELAS 1","B","2901500"
"2797","K-4-17-III","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (BERAT)","KELAS 2","C","2794600"
"2799","K-4-17-III","NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (BERAT)","KELAS 1","B","3481800"
"2802","K-4-18-I  ","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (RINGAN)","KELAS 2","C","1504500"
"2804","K-4-18-I  ","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (RINGAN)","KELAS 1","B","1992400"
"2806","K-4-18-II ","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 2","C","2138000"
"2809","K-4-18-II ","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 1","C","2494400"
"2811","K-4-18-II ","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (SEDANG)","KELAS 1","B","3362200"
"2813","K-4-18-III","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (BERAT)","KELAS 2","C","2565600"
"2816","K-4-18-III","DIAGNOSIS SISTEM PENCERNAAN LAIN-LAIN (BERAT)","KELAS 2","B","3458200"
"2820","L-1-20-I  ","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR RINGAN","KELAS 3","B","19015100"
"2825","L-1-20-II ","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR SEDANG","KELAS 2","C","25553900"
"2827","L-1-20-II ","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR SEDANG","KELAS 1","C","29812900"
"2829","L-1-20-II ","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR SEDANG","KELAS 1","B","40183800"
"2832","L-1-20-III","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR BERAT","KELAS 3","B","38351500"
"2834","L-1-20-III","PROSEDUR PEMINDAHAN KULIT PADA LUKA BAKAR BERAT","KELAS 2","B","46021800"
"2836","L-1-30-I  ","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR RINGAN","KELAS 3","C","6656100"
"2841","L-1-30-I  ","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR RINGAN","KELAS 1","B","12183300"
"2843","L-1-30-II ","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR SEDANG","KELAS 2","C","13705700"
"2845","L-1-30-II ","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR SEDANG","KELAS 1","C","15989900"
"2848","L-1-30-III","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR BERAT","KELAS 3","C","14179800"
"2852","L-1-30-III","PROSEDUR PEMINDAHAN KULIT TANPA LUKA BAKAR BERAT","KELAS 2","B","22935000"
"2855","L-1-40-I  ","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA RINGAN","KELAS 2","C","4476200"
"2858","L-1-40-I  ","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA RINGAN","KELAS 2","B","5852400"
"2863","L-1-40-II ","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA SEDANG","KELAS 1","C","10474800"
"2866","L-1-40-III","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA BERAT","KELAS 3","C","12593800"
"2869","L-1-40-III","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA BERAT","KELAS 1","C","17631300"
"2871","L-1-40-III","PROSEDUR PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA BERAT","KELAS 1","B","23051700"
"2873","L-1-50-I  ","PROSEDUR PADA PAYUDARA RINGAN","KELAS 2","C","5876400"
"2875","L-1-50-I  ","PROSEDUR PADA PAYUDARA RINGAN","KELAS 1","C","6855800"
"2877","L-1-50-I  ","PROSEDUR PADA PAYUDARA RINGAN","KELAS 1","B","8963500"
"2879","L-1-50-II ","PROSEDUR PADA PAYUDARA SEDANG","KELAS 2","C","9457500"
"2881","L-1-50-II ","PROSEDUR PADA PAYUDARA SEDANG","KELAS 1","C","11033700"
"2885","L-1-50-III","PROSEDUR PADA PAYUDARA BERAT","KELAS 2","C","13528000"
"2886","L-1-50-III","PROSEDUR PADA PAYUDARA BERAT","KELAS 3","B","14739100"
"2705","K-4-12-III","GANGGUAN ESOFAGUS BERAT","KELAS 2","C","5914500"
"2707","K-4-12-III","GANGGUAN ESOFAGUS BERAT","KELAS 1","C","6900300"
"2006","I-4-18-III","GANGUAN-PENYAKIT KATUP JANTUNG KONGENITAL BERAT","KELAS 3","C","6284600"
"2008","I-4-18-III","GANGUAN-PENYAKIT KATUP JANTUNG KONGENITAL BERAT","KELAS 3","B","8216600"
"2010","I-4-18-III","GANGUAN-PENYAKIT KATUP JANTUNG KONGENITAL BERAT","KELAS 2","B","9860000"
"2011","I-4-18-III","GANGUAN-PENYAKIT KATUP JANTUNG KONGENITAL BERAT","KELAS 1","B","11503300"
"2013","I-4-19-I  ","GANGGUAN KONDUKSI & ARITMIA JANTUNG RINGAN","KELAS 3","B","3835000"
"2015","I-4-19-I  ","GANGGUAN KONDUKSI & ARITMIA JANTUNG RINGAN","KELAS 1","C","4106600"
"2019","I-4-19-II ","GANGGUAN KONDUKSI & ARITMIA JANTUNG SEDANG","KELAS 2","C","5494800"
"2021","I-4-19-II ","GANGGUAN KONDUKSI & ARITMIA JANTUNG SEDANG","KELAS 1","C","6410600"
"2025","I-4-19-III","GANGGUAN KONDUKSI & ARITMIA JANTUNG BERAT","KELAS 2","C","6559700"
"2027","I-4-19-III","GANGGUAN KONDUKSI & ARITMIA JANTUNG BERAT","KELAS 1","C","7653000"
"2029","I-4-19-III","GANGGUAN KONDUKSI & ARITMIA JANTUNG BERAT","KELAS 1","B","10005800"
"2031","I-4-20-I  ","ANGINA PEKTORIS DAN NYERI DADA RINGAN","KELAS 2","C","3665300"
"2032","I-4-20-I  ","ANGINA PEKTORIS DAN NYERI DADA RINGAN","KELAS 3","B","4116900"
"2034","I-4-20-I  ","ANGINA PEKTORIS DAN NYERI DADA RINGAN","KELAS 2","B","4940300"
"2038","I-4-20-II ","ANGINA PEKTORIS DAN NYERI DADA SEDANG","KELAS 1","C","4939000"
"2040","I-4-20-II ","ANGINA PEKTORIS DAN NYERI DADA SEDANG","KELAS 2","B","5706100"
"2042","I-4-20-III","ANGINA PEKTORIS DAN NYERI DADA BERAT","KELAS 3","C","5274800"
"2045","I-4-20-III","ANGINA PEKTORIS DAN NYERI DADA BERAT","KELAS 1","C","7384800"
"2046","I-4-20-III","ANGINA PEKTORIS DAN NYERI DADA BERAT","KELAS 2","B","8275800"
"2049","I-4-21-I  ","SYNCOPE & COLLAPSE RINGAN","KELAS 2","C","2742700"
"2051","I-4-21-I  ","SYNCOPE & COLLAPSE RINGAN","KELAS 3","B","3080700"
"2054","I-4-21-II ","SYNCOPE & COLLAPSE SEDANG","KELAS 3","C","2895900"
"2056","I-4-21-II ","SYNCOPE & COLLAPSE SEDANG","KELAS 3","B","3903200"
"2057","I-4-21-II ","SYNCOPE & COLLAPSE SEDANG","KELAS 1","C","4054200"
"2059","I-4-21-II ","SYNCOPE & COLLAPSE SEDANG","KELAS 1","B","5464500"
"2061","I-4-21-III","SYNCOPE & COLLAPSE BERAT","KELAS 2","C","5015800"
"2064","I-4-21-III","SYNCOPE & COLLAPSE BERAT","KELAS 2","B","6760700"
"2066","I-4-22-I  ","KARDIOMIOPATHI RINGAN","KELAS 3","C","2561800"
"2068","I-4-22-I  ","KARDIOMIOPATHI RINGAN","KELAS 2","C","3074100"
"2071","I-4-22-I  ","KARDIOMIOPATHI RINGAN","KELAS 1","B","4350700"
"2074","I-4-22-II ","KARDIOMIOPATHI SEDANG","KELAS 3","B","3868500"
"2888","L-1-50-III","PROSEDUR PADA PAYUDARA BERAT","KELAS 2","B","17686900"
"2890","L-2-21-0  ","PROSEDUR BESAR PEMINDAHAN KULIT PADA LUKA BAKAR","","C","1033100"
"2893","L-2-22-0  ","PROSEDUR KECIL PEMINDAHAN KULIT PADA LUKA BAKAR","","C","827800"
"2897","L-2-32-0  ","PROSEDUR KECIL PEMINDAHAN KULIT TANPA LUKA BAKAR","","B","407800"
"2899","L-2-41-0  ","PROSEDUR BEDAH PLASTIK","","B","1336500"
"2903","L-2-51-0  ","PROSEDUR PENGANGKATAN PAYUDARA","","B","1877500"
"2906","L-2-53-0  ","PROSEDUR KECIL PADA PAYUDARA TANPA PENGANGKATAN PAYUDARA","","C","315200"
"2908","L-3-10-0  ","PROSEDUR KECIL LAIN-LAIN PADA PAYUDARA","","C","349500"
"2910","L-3-11-0  ","PROSEDUR BESAR PADA KULIT","","C","341300"
"2911","L-3-11-0  ","PROSEDUR BESAR PADA KULIT","","B","344900"
"2913","L-3-12-0  ","PROSEDUR KECIL PADA KULIT","","B","208700"
"2915","L-4-10-I  ","PENYAKIT KULIT MAYOR RINGAN","KELAS 2","C","1537000"
"2917","L-4-10-I  ","PENYAKIT KULIT MAYOR RINGAN","KELAS 3","B","1726400"
"2919","L-4-10-I  ","PENYAKIT KULIT MAYOR RINGAN","KELAS 1","B","2417000"
"2921","L-4-10-II ","PENYAKIT KULIT MAYOR SEDANG","KELAS 2","C","1784000"
"2924","L-4-10-II ","PENYAKIT KULIT MAYOR SEDANG","KELAS 2","B","2404700"
"2926","L-4-10-III","PENYAKIT KULIT MAYOR BERAT","KELAS 2","C","2070800"
"2928","L-4-10-III","PENYAKIT KULIT MAYOR BERAT","KELAS 3","B","2326000"
"2930","L-4-10-III","PENYAKIT KULIT MAYOR BERAT","KELAS 2","B","2791200"
"2931","L-4-10-III","PENYAKIT KULIT MAYOR BERAT","KELAS 1","B","3256400"
"2933","L-4-11-I  ","TUMOR PAYUDARA RINGAN","KELAS 2","C","3218700"
"2935","L-4-11-I  ","TUMOR PAYUDARA RINGAN","KELAS 3","B","3506900"
"2936","L-4-11-I  ","TUMOR PAYUDARA RINGAN","KELAS 2","B","4208300"
"2938","L-4-11-II ","TUMOR PAYUDARA SEDANG","KELAS 3","C","3686600"
"2940","L-4-11-II ","TUMOR PAYUDARA SEDANG","KELAS 3","B","4819900"
"2943","L-4-11-II ","TUMOR PAYUDARA SEDANG","KELAS 1","B","6747900"
"2945","L-4-11-III","TUMOR PAYUDARA BERAT","KELAS 2","C","10052400"
"2947","L-4-11-III","TUMOR PAYUDARA BERAT","KELAS 1","C","11727800"
"2948","L-4-11-III","TUMOR PAYUDARA BERAT","KELAS 2","B","13549300"
"2950","L-4-12-I  ","PERADANGAN KULIT/CELLULITIS RINGAN","KELAS 3","C","1273800"
"2952","L-4-12-I  ","PERADANGAN KULIT/CELLULITIS RINGAN","KELAS 2","C","1528600"
"2954","L-4-12-I  ","PERADANGAN KULIT/CELLULITIS RINGAN","KELAS 1","C","1783400"
"2960","L-4-12-II ","PERADANGAN KULIT/CELLULITIS SEDANG","KELAS 2","B","2725100"
"2962","L-4-12-III","PERADANGAN KULIT/CELLULITIS BERAT","KELAS 3","C","4456800"
"2963","L-4-12-III","PERADANGAN KULIT/CELLULITIS BERAT","KELAS 2","C","5348200"
"2965","L-4-12-III","PERADANGAN KULIT/CELLULITIS BERAT","KELAS 3","B","7509000"
"2967","L-4-12-III","PERADANGAN KULIT/CELLULITIS BERAT","KELAS 1","B","10512600"
"2973","L-4-13-I  ","TRAUMA PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA RINGAN","KELAS 1","C","3201900"
"2975","L-4-13-II ","TRAUMA PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA SEDANG","KELAS 3","C","2687900"
"2978","L-4-13-II ","TRAUMA PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA SEDANG","KELAS 1","B","3842300"
"2981","L-4-13-III","TRAUMA PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA BERAT","KELAS 3","B","4038600"
"2983","L-4-13-III","TRAUMA PADA KULIT, JARINGAN BAWAH KULIT DAN PAYUDARA BERAT","KELAS 2","C","4746300"
"2986","L-4-14-I  ","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (RINGAN)","KELAS 3","C","2205800"
"2990","L-4-14-I  ","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (RINGAN)","KELAS 2","B","3460800"
"2992","L-4-14-II ","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (SEDANG)","KELAS 3","C","3313300"
"2995","L-4-14-II ","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (SEDANG)","KELAS 3","B","4331900"
"2997","L-4-14-II ","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (SEDANG)","KELAS 1","B","6064600"
"2999","L-4-14-III","GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (BERAT)","KELAS 2","C","5604500"
"2001","I-4-18-II ","GANGUAN KATUP JANTUNG KONGENITAL SEDANG","KELAS 2","C","5554800"
"2004","I-4-18-II ","GANGUAN KATUP JANTUNG KONGENITAL SEDANG","KELAS 2","B","7487100"
"2081","I-4-22-III","KARDIOMIOPATHI BERAT","KELAS 2","B","6785500"
"2085","I-4-23-I  ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR RINGAN","KELAS 3","B","3278000"
"2086","I-4-23-I  ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR RINGAN","KELAS 2","C","3008700"
"2088","I-4-23-I  ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR RINGAN","KELAS 2","B","3933600"
"2089","I-4-23-I  ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR RINGAN","KELAS 1","B","4589200"
"2091","I-4-23-II ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR SEDANG","KELAS 2","C","3693800"
"2095","I-4-23-II ","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR SEDANG","KELAS 1","B","5634300"
"2096","I-4-23-III","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR BERAT","KELAS 3","C","6014500"
"2097","I-4-23-III","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR BERAT","KELAS 2","C","7217400"
"2098","I-4-23-III","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR BERAT","KELAS 3","B","7863600"
"2100","I-4-23-III","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR BERAT","KELAS 2","B","9436300"
"2101","I-4-23-III","KOMPLIKASI, REAKSI, MALFUNGSI DARI PROSEDUR ATAU PEMASANGAN ALAT KARDIOVASKULAR BERAT","KELAS 1","B","11009000"
"2102","I-4-24-I  ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (RINGAN)","KELAS 3","C","2257800"
"2104","I-4-24-I  ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (RINGAN)","KELAS 2","C","2709300"
"2105","I-4-24-I  ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (RINGAN)","KELAS 1","C","3160900"
"2107","I-4-24-I  ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (RINGAN)","KELAS 1","B","3834400"
"2108","I-4-24-II ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (SEDANG)","KELAS 3","C","5199000"
"2110","I-4-24-II ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (SEDANG)","KELAS 2","C","6238800"
"2111","I-4-24-II ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (SEDANG)","KELAS 1","C","7278700"
